,id,1_pred,2_pred,3_pred,4_pred,5_pred,6_pred,7_pred,8_pred,1,2,3,4,5,6,7,8
0,29,0.9995047,0.022431292,0.09073935,0.016325695,0.6348033,0.97807443,0.0080678165,0.0053290497,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,30,0.9496384,0.90640676,0.0036456354,0.009257642,0.0040447414,0.002337993,0.00042373184,0.000832643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32,0.097788736,0.51944005,0.95316017,0.0037402909,0.0026720974,0.005244948,0.001062233,0.0004437522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3,43,0.9994356,0.49738765,0.9233234,0.002498752,0.8048697,0.89545816,0.09088393,0.9379789,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
4,44,0.3198427,0.0013000909,0.1894073,0.7479852,0.00321705,0.00077986124,0.0007853074,0.014964592,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
5,45,0.98089075,0.001372804,0.001138006,0.23896113,0.0233944,0.00484572,0.0021258844,0.010925888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,56,0.99564606,0.03925058,0.0011524728,0.0054941266,0.0029463575,0.081024274,0.0067620245,0.0026467682,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7,63,0.3671203,0.0095083965,0.00668702,0.0049911444,0.41540322,0.99383354,0.004964103,0.03753066,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,67,0.9720899,0.10212467,0.04840931,0.017115958,0.09161452,0.014239309,0.9973073,0.3350429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,70,0.0056654285,0.0037985982,0.8528884,0.9475532,0.008542267,0.0006067768,0.0028326185,0.004233686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,73,0.99570036,0.0052891653,0.028117146,0.007929609,0.002712273,0.0012338486,0.0014665624,0.0016799809,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11,80,0.94075763,0.39376768,0.013524443,0.99512476,0.007370112,0.009298436,0.013924806,0.00245902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,87,0.44410717,0.47564563,0.017565433,0.99655956,0.0016865227,0.005189201,0.032286268,0.008932633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,93,0.9972396,0.80964464,0.13555737,0.005466095,0.9421057,0.06639163,0.009137533,0.006166008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,102,0.055474933,0.9966394,0.994989,0.008805056,0.13968533,0.13724738,0.003361372,0.003986022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,126,0.23230731,0.088519506,0.93831235,0.0015139623,0.0014132479,0.00052958954,0.00079995056,0.0009961787,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16,143,0.9923415,0.3902147,0.2627499,0.00062075973,0.057012223,0.07738287,0.00031213276,0.00020383373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,151,0.951072,0.0058921045,0.77266747,0.004830799,0.9211984,0.89194167,0.011204462,0.7960779,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
