,id,1_pred,2_pred,3_pred,4_pred,5_pred,6_pred,7_pred,8_pred,1,2,3,4,5,6,7,8
0,29,0.99792767,0.0007133547,0.00300401,0.922424,0.0038542263,0.026330769,0.00042986384,0.00065222546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,30,0.18766622,0.0021675208,0.0024551572,0.00027095588,0.0063654403,0.19867179,0.00011744352,0.0025149563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32,0.6595218,0.7924426,0.99633324,0.03154433,0.00015922086,0.0005994836,0.00092320825,0.0008583553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3,43,0.99582255,0.0038940867,0.9977558,0.0006510315,0.2798972,0.25493827,0.0087545905,0.6486012,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
4,44,0.9880689,0.0017490808,0.3964022,0.0008780035,0.0011625977,0.9507753,0.00020352128,0.0012438471,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
5,45,0.00993967,0.011867711,0.10642063,0.004851085,0.008242331,0.99534297,0.001011392,0.0024854136,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,56,0.9989391,0.3293585,0.0009881953,0.00052058545,0.0007970223,0.28441975,0.0005715548,0.0005423452,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7,63,0.9702027,0.0057478556,0.014144159,0.15881832,0.8097363,0.9992262,0.0020248534,0.001342209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,67,0.9936545,0.008911333,0.0058613163,0.013117807,0.1205175,0.01436245,0.99522406,0.023116626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,70,0.66330683,0.047235504,0.009109117,0.9931202,0.00045837776,0.0055050435,0.00022584618,0.00016435431,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,73,0.99898404,0.0016446249,0.0019438316,0.0012408136,0.0013398412,0.0041784327,0.0003447334,0.0008462233,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11,80,0.008460606,0.007834995,0.0011549982,0.9982876,0.003842655,0.5691897,0.0025972703,0.0019751461,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,87,0.014496588,0.009441452,0.00050372817,0.9818087,0.00051109784,0.00077328103,0.023387766,0.0019942038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,93,0.5464364,0.0032159889,0.0018399636,0.00039351574,0.0069997245,0.0011994067,0.00017460527,0.00025145756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,102,0.0033757812,0.52090865,0.73063844,0.004450874,0.7454587,0.00540367,0.0023005875,0.00036654816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,126,0.99952173,0.99097985,0.16709179,0.0023842463,0.0114112785,0.0009442326,0.001058621,0.0006896605,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16,143,0.9996445,0.6679643,0.05141158,0.00057090825,0.022718547,0.0022302414,0.0002572874,0.00017512431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,151,0.9930379,0.011594148,0.99850875,0.0016649552,0.027584068,0.98808974,0.0027568475,0.13188931,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
18,173,0.002090197,0.011695462,0.04404149,0.99538827,0.00054017454,0.0005755701,0.0022362608,0.0013061496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,179,0.010352756,0.0036459921,0.0013855345,0.99583626,0.0008207306,0.004019976,0.0046802782,0.0011551562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,182,0.0025327995,0.014584771,0.00889568,0.009154056,0.56597465,0.002947128,0.015224396,0.80392665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,193,0.001964525,0.0020530373,0.0024941463,0.99342257,0.0024909582,0.0015013639,0.0011073406,0.0015468164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,199,0.9949608,0.005807045,0.0066670417,0.0093146665,0.0116679855,0.9994654,0.0013452318,0.018847242,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,201,0.9982828,0.0024095455,0.001256688,0.000367826,0.0010110067,0.07240349,0.00050865713,0.0010953471,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,216,0.99778557,0.044185698,0.0016609653,0.0016073657,0.00035057173,0.0006018396,0.00074903195,0.00035405034,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,238,0.00054777914,0.0061286804,0.0023692066,0.09578601,0.01247134,0.0011222435,0.0008351193,0.005230732,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,244,0.009272997,0.99292916,0.0004152162,0.003928426,0.0068142377,0.0027464803,0.003418434,0.0033251166,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27,288,0.9933236,0.9878136,0.0011110796,0.000863141,0.000818591,0.004013769,0.00067095424,0.0011239221,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,302,0.99826616,0.7621203,0.00943781,0.9984773,0.02467766,0.6707638,0.003992231,0.0058864853,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,304,0.0016015262,0.00093702745,0.0026834742,0.9880499,0.07421007,0.003212028,0.0010047982,0.008529365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,316,0.99910647,0.010659639,0.0013029464,0.00055190607,0.0009473613,0.0016957766,0.003156466,0.0011840126,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,326,0.98630244,0.99763465,0.299309,0.99705637,0.06287253,0.003409629,0.0069779754,0.005912602,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
32,329,0.9947226,0.0016127481,0.00082752935,0.9972677,0.012591996,0.023896543,0.0029054694,0.0070693158,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,332,0.99971443,0.27013108,0.034244426,0.009263456,0.0015409405,0.00053182873,0.0003144709,0.0002638109,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
