id,text,view,vote,chapter,1,2,3,4,5,6,7,8
0.0,vampir sói 12 chòm sống tình_cảm 12 chòm câu kẻ_thù yêu tình kết sói vĩnh_viễn kẻ_thù thử đọc trải_nghiệm tình_yêu góc 12 chòm hội mong ủng_hộ,69463.0,3355.0,32.0,False,True,True,False,False,False,False,False
1.0,nữ tác hoạ cốt kỷ 21 nàng nổi_tiếng giới xuyên tam tiểu_thư kỷ gia cẩm giang thành yêu ghét thân_thể nho trời sinh kiếm bạc cơm nàng nghề cũ hoạ chết đôi trắng phá_án ngàn gia lạnh_lùng nụ_cười mỹ_nhân ném gia ngàn vạn hôn hoạ cốt nữ tác nữ vẽ tranh li li đa ô translat convert wikidich note cấm copi ver truyện_tranh nữ tác nữ_tử chuyên nữ tổng lịch lịch trinh_thám 1v1 right reserv,3529078.0,128419.0,160.0,False,True,False,False,False,False,False,False
2.0,share sở,87261.0,2780.0,13.0,False,True,False,False,False,False,False,False
3.0,tình_yêu giết góc gái hoàn_thành câu chữ chút lỗi viết kiểu chap ngắn 1000 hạng bí_ẩn 23 10 22 05 10 22,34795.0,2049.0,17.0,True,True,False,False,False,False,False,False
4.0,hán_việt tuyệt_vọng giáo thất vong kỳ ly vốn trò vẻ ngừng chết mãi tướng lẽ chết,25746.0,1068.0,,False,True,False,False,False,True,False,False
5.0,hoàn tử hán_việt hắc_ám biến_thái trọng ngắn tâm_lý vững ngắn huyền nghi bí_ẩn kinh_dị chi luyến gốc hoàn_thành editor đậu chi luyến tình_yêu tục chấp giới_thiệu phòng phòng mẹ tuyệt_đối mặt mẹ chứa quái thú đỏ giới_thiệu spoil 10 tiếu đuổi mèo đen chại chứa quái thú đỏ mẹ ánh mèo tiến cửa phòng âm sức mèo cửa phòng đóng tiếu sợ ngã ngón cảm dòng,235049.0,18818.0,42.0,False,True,False,True,False,True,False,True
6.0,tập tâm_lý ngắn giới huyền_bí nghĩa nghĩa ma,173.0,8.0,7.0,True,True,True,False,False,False,False,False
7.0,trai 18 truyện_ngắn 18 5 yếu_tố,11552.0,358.0,5.0,False,True,False,False,False,False,False,False
8.0,đừng rời yêu kẻ sát_nhân đào_hoa quân chia trai mạng cư sống_chết sợ điện_thoại lạ nhắn kỳ_quái gia_đình giết chấp lạ đầu nhân_vật sát_nhân biến_thái kia hắn_ta đào_hoa quân quen kia lưu 17 viết 22 07 2022 hạng bí_ẩn 12 09 22 yander 19 03 23 dark 09 04 23 2 24 01 23 3 05 04 23 5 mysteri 23 10 22 13 horror 16 10 22,10880.0,691.0,34.0,True,True,False,False,False,False,False,False
9.0,thất tuyết 7 đêm tuyết hoàn_thành nhiệm_vụ tổ_chức giao độc giải nhải núi quan_hệ tổ_chức ngầm kia tộc sống núi cứu bải kiện đêm tộc câu thất tuyết tuyết bải đêm đông sách gió tuyết tán hiện_thực lạnh_lẽo ấm_áp nguyện mỉm_cười cảnh_báo ooc nam x nam x linh_dị,8051.0,1148.0,8.0,False,True,True,False,False,False,False,False
10.0,12 chòm làng sói làng kỳ lạ kém sáu thư mắn cầu đừng trở trò kỳ_quái thắng làng sói đơn_giản câu sói,2583.0,202.0,6.0,False,True,True,False,False,False,False,False
11.0,chồng ngôn tình bí_ẩn huyền câu gia_đình thẩm xưa hành thịt rắn lượt thành_viên sống 30 chết rắn cắn đứa gái dòng 5 rắn đỏ chui cắn phát cổ rắn bệnh_viện rắn cắn thành cổ 19 mơ rắn xác rắn đỏ hôm mỉm_cười thẩm giải thân lễ tế đêm bải,69869.0,2828.0,22.0,False,True,False,False,False,False,False,False
12.0,bạo_lực giết chết trường 3 bí_ẩn hồn ma nam_sinh la hùng bóng đêm che_giấu sống chẳng_thể đổi gọi thực cảm hoạ hoàn_thành bao khứ phạm sai_lầm buông cảnh_báo yếu_tố thân_thể tinh_thần vui cân_nhắc đọc độc_giả 15 trở,2021.0,61.0,16.0,True,True,False,False,False,True,False,False
13.0,13 chòm drop giải_mã trường ma trường xã_hội gia_đình chứa kẻ chứa mong câu chẳng đọc kinh_dị bí_ẩn độ cảnh_báo 16 độ đọc ám_ảnh au trách_nhiệm lưu cung song ngư diễn địa cmt war bình_luận xoá công lạc trôi tưởng đường cố_gắng đào hố hiện thank ghé,7950.0,957.0,5.0,False,True,False,False,False,False,False,False
14.0,bhtt 18 quan_hệ,2306.0,51.0,135.0,False,True,False,False,False,False,False,False
15.0,male yander x reader hề sát_nhân hắn đầu viết mong nhân_vật nam x nam nam x nam nam x nam nhắc 3 reader y n chút yếu_tố kinh_dị máu đem ghi,283976.0,22742.0,67.0,True,True,False,True,False,False,False,False
